,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта
877,"ул. 8 Марта, д.6","Учебное заведение, комбинат, центр",5,1967-01-01 00:00:00,5883.4
878,"ул. 8 Марта, д.7",Школы и ВУЗ,5,1962-01-01 00:00:00,3267.91
879,"ул. 8 Марта, д.7 корп.1",Другое строение,2,1966-01-01 00:00:00,0.01
880,"ул. 8 Марта, д.7 корп.а",Другое строение,1,1987-01-01 00:00:00,0.01
881,"ул. 8 Марта, д.8","Учебное заведение, комбинат, центр",5,1968-01-01 00:00:00,2067.71
883,"ул. 9 Января, д.12",Частный дом,1,1998-01-01 00:00:00,17.03
889,"ул. 9 Января, д.16",Частный дом,2,1905-01-01 00:00:00,46.7
890,"ул. 9 Января, д.20",Частный дом,1,1998-01-01 00:00:00,139.01
891,"ул. Абзелиловская, д.1",Многоквартирный дом,2,1971-01-01 00:00:00,672.1
892,"ул. Адмирала Макарова, д.14",Многоквартирный дом,9,1975-01-01 00:00:00,7634.6
893,"ул. Адмирала Макарова, д.14 корп.1",Многоквартирный дом,9,1992-01-01 00:00:00,4155.1
894,"ул. Адмирала Макарова, д.14 корп.2",Другое строение,3,,0.01
895,"ул. Адмирала Макарова, д.14 корп.2 потери*",Другое строение,0,,
896,"ул. Адмирала Макарова, д.14 корп.3",Другое строение,2,,0.01
897,"ул. Адмирала Макарова, д.14 корп.4",Другое строение,2,,0.01
898,"ул. Адмирала Макарова, д.14 корп.5",Другое строение,2,,0.01
899,"ул. Адмирала Макарова, д.14 корп.6",Другое строение,0,,0.0
900,"ул. Адмирала Макарова, д.14*",Другое строение,0,,0.0
901,"ул. Адмирала Макарова, д.14* корп.1",Другое строение,0,,0.0
902,"ул. Адмирала Макарова, д.16",Многоквартирный дом,10,1995-01-01 00:00:00,6184.12
903,"ул. Адмирала Макарова, д.18",Другое строение,2,,0.01
904,"ул. Адмирала Макарова, д.18 корп.1",Многоквартирный дом,10,1995-01-01 00:00:00,7847.96
905,"ул. Адмирала Макарова, д.18 корп.2",Другое строение,1,,0.01
906,"ул. Адмирала Макарова, д.19 корп.1",Другое строение,5,,0.01
907,"ул. Адмирала Макарова, д.20",Другое строение,1,,0.01
908,"ул. Адмирала Макарова, д.20 корп.1",Другое строение,1,,0.01
909,"ул. Адмирала Макарова, д.22",Многоквартирный дом,10,2001-01-01 00:00:00,7933.33
910,"ул. Адмирала Макарова, д.22 корп.1",Многоквартирный дом,9,2000-01-01 00:00:00,4578.3
911,"ул. Адмирала Макарова, д.22* корп.потери",Другое строение,0,,
912,"ул. Адмирала Макарова, д.24",Многоквартирный дом,12,1995-01-01 00:00:00,9774.49
913,"ул. Адмирала Макарова, д.24 корп.1",Многоквартирный дом,6,1995-01-01 00:00:00,3356.8
914,"ул. Адмирала Макарова, д.24 корп.2",Другое строение,1,,0.01
915,"ул. Адмирала Макарова, д.26",Многоквартирный дом,12,1995-01-01 00:00:00,3191.7
916,"ул. Адмирала Макарова, д.26 корп.1",Многоквартирный дом,12,1995-01-01 00:00:00,3246.6
917,"ул. Адмирала Макарова, д.26 корп.2",Многоквартирный дом,12,1995-01-01 00:00:00,2092.4
918,"ул. Адмирала Макарова, д.26 корп.3",Многоквартирный дом,12,1995-01-01 00:00:00,3367.2
919,"ул. Адмирала Макарова, д.26 корп.4",Многоквартирный дом,12,1995-01-01 00:00:00,2991.44
920,"ул. Адмирала Макарова, д.26 корп.5",Многоквартирный дом,12,1996-01-01 00:00:00,3320.5
921,"ул. Адмирала Макарова, д.27","Административные здания, конторы",9,,0.02
922,"ул. Адмирала Макарова, д.5",Другое строение,1,,0.01
923,"ул. Адмирала Макарова, д.5 корп.1",Другое строение,3,,0.01
924,"ул. Адмирала Ушакова, д.2",Частный дом,2,1952-01-01 00:00:00,140.4
925,"ул. Адмирала Ушакова, д.34",Другое строение,1,,0.01
926,"ул. Адмирала Ушакова, д.56",Многоквартирный дом,5,1976-01-01 00:00:00,4387.7
927,"ул. Адмирала Ушакова, д.60",Многоквартирный дом,9,1976-01-01 00:00:00,3872.7
928,"ул. Адмирала Ушакова, д.62",Многоквартирный дом,9,1977-01-01 00:00:00,7535.0
929,"ул. Адмирала Ушакова, д.62 корп.1",Многоквартирный дом,5,1976-01-01 00:00:00,2697.5
930,"ул. Адмирала Ушакова, д.64",Многоквартирный дом,5,1976-01-01 00:00:00,4400.6
931,"ул. Адмирала Ушакова, д.64 корп.1",Многоквартирный дом,5,1976-01-01 00:00:00,4377.7
932,"ул. Адмирала Ушакова, д.64 корп.2",Другое строение,1,,0.01
933,"ул. Адмирала Ушакова, д.68",Многоквартирный дом,9,1976-01-01 00:00:00,3840.2
934,"ул. Адмирала Ушакова, д.70",Многоквартирный дом,9,1975-01-01 00:00:00,7570.2
935,"ул. Адмирала Ушакова, д.70 корп.1",Многоквартирный дом,5,1976-01-01 00:00:00,2686.3
936,"ул. Адмирала Ушакова, д.72",Многоквартирный дом,5,1976-01-01 00:00:00,4353.8
937,"ул. Адмирала Ушакова, д.72 корп.1",Многоквартирный дом,5,1975-01-01 00:00:00,4362.1
938,"ул. Адмирала Ушакова, д.74",Многоквартирный дом,9,1976-01-01 00:00:00,3863.7
939,"ул. Адмирала Ушакова, д.84",Многоквартирный дом,9,1980-01-01 00:00:00,14729.5
940,"ул. Адмирала Ушакова, д.86",Многоквартирный дом,12,1981-01-01 00:00:00,2787.2
941,"ул. Адмирала Ушакова, д.86 корп.1",Многоквартирный дом,9,1980-01-01 00:00:00,14754.39
942,"ул. Адмирала Ушакова, д.86 корп.1.",Другое строение,1,1989-01-01 00:00:00,0.01
943,"ул. Адмирала Ушакова, д.86 корп.2",Многоквартирный дом,9,1983-01-01 00:00:00,3839.0
944,"ул. Адмирала Ушакова, д.88",Многоквартирный дом,12,1983-01-01 00:00:00,2760.2
945,"ул. Адмирала Ушакова, д.88 корп.1",Многоквартирный дом,9,1980-01-01 00:00:00,14822.2
946,"ул. Адмирала Ушакова, д.88 корп.2",Другое строение,1,,0.01
947,"ул. Адмирала Ушакова, д.90",Многоквартирный дом,12,1989-01-01 00:00:00,2747.7
948,"ул. Адмирала Ушакова, д.90 корп.1",Многоквартирный дом,9,1982-01-01 00:00:00,3829.1
949,ул. Айская,Многоквартирный дом,20,,0.01
950,"ул. Айская, д.46",Другое строение,4,1981-01-01 00:00:00,0.01
951,"ул. Айская, д.48",Многоквартирный дом,9,1974-01-01 00:00:00,3963.3
952,"ул. Айская, д.50",Многоквартирный дом,9,1974-01-01 00:00:00,3875.2
953,"ул. Айская, д.52",Многоквартирный дом,9,1974-01-01 00:00:00,3852.6
954,"ул. Айская, д.52 корп.1",Другое строение,3,,0.01
955,"ул. Айская, д.52. корп.1",Другое строение,0,,0.01
956,"ул. Айская, д.54",Многоквартирный дом,9,1974-01-01 00:00:00,3942.8
957,"ул. Айская, д.54 корп.1",Многоквартирный дом,12,1978-01-01 00:00:00,2840.0
958,"ул. Айская, д.56",Многоквартирный дом,9,1974-01-01 00:00:00,3872.7
959,"ул. Айская, д.58",Многоквартирный дом,9,1974-01-01 00:00:00,3845.9
960,"ул. Айская, д.58 корп.1",Другое строение,2,1978-01-01 00:00:00,0.01
961,"ул. Айская, д.60",Многоквартирный дом,9,1974-01-01 00:00:00,3900.3
962,"ул. Айская, д.60 корп.1",Многоквартирный дом,12,1978-01-01 00:00:00,2802.5
963,"ул. Айская, д.62",Многоквартирный дом,9,1974-01-01 00:00:00,3878.3
964,"ул. Айская, д.62 корп.1",Другое строение,2,,0.01
965,"ул. Айская, д.63",Многоквартирный дом,12,1979-01-01 00:00:00,4943.5
966,"ул. Айская, д.64",Многоквартирный дом,9,1974-01-01 00:00:00,3862.5
967,"ул. Айская, д.64 корп.1",Многоквартирный дом,5,1971-01-01 00:00:00,3540.1
968,"ул. Айская, д.64 корп.1а",Другое строение,1,,0.01
969,"ул. Айская, д.64 корп.2",Многоквартирный дом,5,1971-01-01 00:00:00,3547.8
970,"ул. Айская, д.64 корп.2а",Другое строение,1,,0.01
971,"ул. Айская, д.64 корп.3",Многоквартирный дом,5,1971-01-01 00:00:00,3536.1
972,"ул. Айская, д.64 корп.4",Многоквартирный дом,5,1971-01-01 00:00:00,3525.7
973,"ул. Айская, д.64а",Другое строение,2,,0.06
974,"ул. Айская, д.67",Многоквартирный дом,12,1981-01-01 00:00:00,4968.5
975,"ул. Айская, д.68",Многоквартирный дом,3,1958-01-01 00:00:00,2446.4
976,"ул. Айская, д.69",Многоквартирный дом,5,1971-01-01 00:00:00,4166.7
977,"ул. Айская, д.69 корп.1",Многоквартирный дом,5,1971-01-01 00:00:00,3551.0
978,"ул. Айская, д.69 корп.2",Многоквартирный дом,5,1971-01-01 00:00:00,3556.7
979,"ул. Айская, д.69 корп.2А",Другое строение,4,,0.02
980,"ул. Айская, д.69 корп.2Аа",Другое строение,1,,0.05
981,"ул. Айская, д.70",Многоквартирный дом,3,1956-01-01 00:00:00,2074.6
982,"ул. Айская, д.71",Многоквартирный дом,12,1984-01-01 00:00:00,5118.5
983,"ул. Айская, д.72",Многоквартирный дом,3,1957-01-01 00:00:00,1973.9
984,"ул. Айская, д.73",Другое строение,1,,0.01
985,"ул. Айская, д.75",Многоквартирный дом,6,1964-01-01 00:00:00,4997.3
986,"ул. Айская, д.75 корп.1",Многоквартирный дом,4,1967-01-01 00:00:00,3828.7
987,"ул. Айская, д.75 корп.2",Многоквартирный дом,5,1969-01-01 00:00:00,3598.4
988,"ул. Айская, д.76",Многоквартирный дом,3,1960-01-01 00:00:00,2128.2
989,"ул. Айская, д.77 корп.2",Многоквартирный дом,5,1968-01-01 00:00:00,4885.9
990,"ул. Айская, д.78",Многоквартирный дом,3,1959-01-01 00:00:00,889.7
991,"ул. Айская, д.79",Многоквартирный дом,4,1963-01-01 00:00:00,2257.9
992,"ул. Айская, д.79 корп.1",Многоквартирный дом,6,1989-01-01 00:00:00,2040.8
993,"ул. Айская, д.80",Многоквартирный дом,6,1970-01-01 00:00:00,4011.3
994,"ул. Айская, д.81",Многоквартирный дом,3,1958-01-01 00:00:00,1878.6
995,"ул. Айская, д.81 корп.1",Многоквартирный дом,5,1968-01-01 00:00:00,5215.8
996,"ул. Айская, д.82",Многоквартирный дом,3,1952-01-01 00:00:00,908.5
997,"ул. Айская, д.83",Многоквартирный дом,3,1957-01-01 00:00:00,960.1
998,"ул. Айская, д.84",Многоквартирный дом,3,1959-01-01 00:00:00,1867.3
999,"ул. Айская, д.87",Многоквартирный дом,5,1962-01-01 00:00:00,2808.5
1000,"ул. Айская, д.89",Многоквартирный дом,5,1962-01-01 00:00:00,2436.5
1001,"ул. Айская, д.90",Школы и ВУЗ,5,1966-01-01 00:00:00,0.01
1002,"ул. Айская, д.91",Многоквартирный дом,5,1964-01-01 00:00:00,3866.5
1003,"ул. Айская, д.91 корп.1",Многоквартирный дом,5,1964-01-01 00:00:00,2534.2
1004,"ул. Айская, д.92",Другое строение,5,1962-01-01 00:00:00,0.01
